code,chinese_name,english_name
S86.929,未明示側性小腿未明示肌肉及肌腱撕裂傷,"Laceration of unspecified muscle(s) and tendon(s) at lower leg level, unspecified leg"
S86.929A,未明示側性小腿未明示肌肉及肌腱撕裂傷之初期照護,"Laceration of unspecified muscle(s) and tendon(s) at lower leg level, unspecified leg, initial encounter"
S86.929D,未明示側性小腿未明示肌肉及肌腱撕裂傷之後續照護,"Laceration of unspecified muscle(s) and tendon(s) at lower leg level, unspecified leg, subsequent encounter"
S86.929S,未明示側性小腿未明示肌肉及肌腱撕裂傷之後遺症,"Laceration of unspecified muscle(s) and tendon(s) at lower leg level, unspecified leg, sequela"
S86.99,小腿未明示肌肉及肌腱其他損傷,Other injury of unspecified muscle and tendon at lower leg level
S86.991,右側小腿未明示肌肉及肌腱其他損傷,"Other injury of unspecified muscle(s) and tendon(s) at lower leg level, right leg"
S86.991A,右側小腿未明示肌肉及肌腱之其他損傷之初期照護,"Other injury of unspecified muscle(s) and tendon(s) at lower leg level, right leg, initial encounter"
S86.991D,右側小腿未明示肌肉及肌腱之其他損傷之後續照護,"Other injury of unspecified muscle(s) and tendon(s) at lower leg level, right leg, subsequent encounter"
S86.991S,右側小腿未明示肌肉及肌腱之其他損傷之後遺症,"Other injury of unspecified muscle(s) and tendon(s) at lower leg level, right leg, sequela"
S86.992,左側小腿未明示肌肉及肌腱其他損傷,"Other injury of unspecified muscle(s) and tendon(s) at lower leg level, left leg"
S86.992A,左側小腿未明示肌肉及肌腱其他損傷之初期照護,"Other injury of unspecified muscle(s) and tendon(s) at lower leg level, left leg, initial encounter"
S86.992D,左側小腿未明示肌肉及肌腱其他損傷之後續照護,"Other injury of unspecified muscle(s) and tendon(s) at lower leg level, left leg, subsequent encounter"
S86.992S,左側小腿未明示肌肉及肌腱其他損傷之後遺症,"Other injury of unspecified muscle(s) and tendon(s) at lower leg level, left leg, sequela"
S86.999,未明示側性小腿未明示肌肉及肌腱其他損傷,"Other injury of unspecified muscle(s) and tendon(s) at lower leg level, unspecified leg"
S86.999A,未明示側性小腿未明示肌肉及肌腱其他損傷之初期照護,"Other injury of unspecified muscle(s) and tendon(s) at lower leg level, unspecified leg, initial encounter"
S86.999D,未明示側性小腿未明示肌肉及肌腱其他損傷之後續照護,"Other injury of unspecified muscle(s) and tendon(s) at lower leg level, unspecified leg, subsequent encounter"
S86.999S,未明示側性小腿未明示肌肉及肌腱其他損傷之後遺症,"Other injury of unspecified muscle(s) and tendon(s) at lower leg level, unspecified leg, sequela"
S87,小腿壓砸傷,Crushing injury of lower leg
S87.0,膝部壓砸傷,Crushing injury of knee
S87.00,未明示側性膝部壓砸傷,Crushing injury of unspecified knee
S87.00XA,未明示側性膝部壓砸傷之初期照護,"Crushing injury of unspecified knee, initial encounter"
S87.00XD,未明示側性膝部壓砸傷之後續照護,"Crushing injury of unspecified knee, subsequent encounter"
S87.00XS,未明示側性膝部壓砸傷之後遺症,"Crushing injury of unspecified knee, sequela"
S87.01,右側膝部壓砸傷,Crushing injury of right knee
S87.01XA,右側膝部壓砸傷之初期照護,"Crushing injury of right knee, initial encounter"
S87.01XD,右側膝部壓砸傷之後續照護,"Crushing injury of right knee, subsequent encounter"
S87.01XS,右側膝部壓砸傷之後遺症,"Crushing injury of right knee, sequela"
S87.02,左側膝部壓砸傷,Crushing injury of left knee
S87.02XA,左側膝部壓砸傷之初期照護,"Crushing injury of left knee, initial encounter"
S87.02XD,左側膝部壓砸傷之後續照護,"Crushing injury of left knee, subsequent encounter"
S87.02XS,左側膝部壓砸傷之後遺症,"Crushing injury of left knee, sequela"
S87.8,小腿壓砸傷,Crushing injury of lower leg
S87.80,未明示側性小腿壓砸傷,Crushing injury of unspecified lower leg
S87.80XA,未明示側性小腿壓砸傷之初期照護,"Crushing injury of unspecified lower leg, initial encounter"
S87.80XD,未明示側性小腿壓砸傷之後續照護,"Crushing injury of unspecified lower leg, subsequent encounter"
S87.80XS,未明示側性小腿壓砸傷之後遺症,"Crushing injury of unspecified lower leg, sequela"
S87.81,右側小腿壓砸傷,Crushing injury of right lower leg
S87.81XA,右側小腿壓砸傷之初期照護,"Crushing injury of right lower leg, initial encounter"
S87.81XD,右側小腿壓砸傷之後續照護,"Crushing injury of right lower leg, subsequent encounter"
S87.81XS,右側小腿壓砸傷之後遺症,"Crushing injury of right lower leg, sequela"
S87.82,左側小腿壓砸傷,Crushing injury of left lower leg
S87.82XA,左側小腿壓砸傷之初期照護,"Crushing injury of left lower leg, initial encounter"
S87.82XD,左側小腿壓砸傷之後續照護,"Crushing injury of left lower leg, subsequent encounter"
S87.82XS,左側小腿壓砸傷之後遺症,"Crushing injury of left lower leg, sequela"
S88,小腿創傷性截斷,Traumatic amputation of lower leg
S88.0,膝部創傷性截斷,Traumatic amputation at knee level
S88.01,膝部完全創傷性截斷,Complete traumatic amputation at knee level
S88.011,右側膝部完全創傷性截斷,"Complete traumatic amputation at knee level, right lower leg"
S88.011A,右側膝部完全創傷性截斷之初期照護,"Complete traumatic amputation at knee level, right lower leg, initial encounter"
S88.011D,右側膝部完全創傷性截斷之後續照護,"Complete traumatic amputation at knee level, right lower leg, subsequent encounter"
S88.011S,右側膝部完全創傷性截斷之後遺症,"Complete traumatic amputation at knee level, right lower leg, sequela"
S88.012,左側膝部完全創傷性截斷,"Complete traumatic amputation at knee level, left lower leg"
S88.012A,左側膝部完全創傷性截斷之初期照護,"Complete traumatic amputation at knee level, left lower leg, initial encounter"
S88.012D,左側膝部完全創傷性截斷之後續照護,"Complete traumatic amputation at knee level, left lower leg, subsequent encounter"
S88.012S,左側膝部完全創傷性截斷之後遺症,"Complete traumatic amputation at knee level, left lower leg, sequela"
S88.019,未明示側性膝部完全創傷性截斷,"Complete traumatic amputation at knee level, unspecified lower leg"
S88.019A,未明示側性膝部完全創傷性截斷之初期照護,"Complete traumatic amputation at knee level, unspecified lower leg, initial encounter"
S88.019D,未明示側性側膝部完全創傷性截斷之後續照護,"Complete traumatic amputation at knee level, unspecified lower leg, subsequent encounter"
S88.019S,未明示側性側膝部完全創傷性截斷之後遺症,"Complete traumatic amputation at knee level, unspecified lower leg, sequela"
S88.02,膝部部分創傷性截斷,Partial traumatic amputation at knee level
S88.021,右側膝部部分創傷性截斷,"Partial traumatic amputation at knee level, right lower leg"
S88.021A,右側膝部部分創傷性截斷之初期照護,"Partial traumatic amputation at knee level, right lower leg, initial encounter"
S88.021D,右側膝部部分創傷性截斷之後續照護,"Partial traumatic amputation at knee level, right lower leg, subsequent encounter"
S88.021S,右側膝部部分創傷性截斷之後遺症,"Partial traumatic amputation at knee level, right lower leg, sequela"
S88.022,左側膝部部分創傷性截斷,"Partial traumatic amputation at knee level, left lower leg"
S88.022A,左側膝部部分創傷性截斷之初期照護,"Partial traumatic amputation at knee level, left lower leg, initial encounter"
S88.022D,左側膝部部分創傷性截斷之後續照護,"Partial traumatic amputation at knee level, left lower leg, subsequent encounter"
S88.022S,左側膝部部分創傷性截斷之後遺症,"Partial traumatic amputation at knee level, left lower leg, sequela"
S88.029,未明示側性膝部部分創傷性截斷,"Partial traumatic amputation at knee level, unspecified lower leg"
S88.029A,未明示側性膝部部分創傷性截斷之初期照護,"Partial traumatic amputation at knee level, unspecified lower leg, initial encounter"
S88.029D,未明示側性膝部部分創傷性截斷之後續照護,"Partial traumatic amputation at knee level, unspecified lower leg, subsequent encounter"
S88.029S,未明示側性側膝部部分創傷性截斷之後遺症,"Partial traumatic amputation at knee level, unspecified lower leg, sequela"
S88.1,膝踝區創傷性截斷,Traumatic amputation at level between knee and ankle
S88.11,膝踝區完全創傷性截斷,Complete traumatic amputation at level between knee and ankle
S88.111,右側膝踝區完全創傷性截斷,"Complete traumatic amputation at level between knee and ankle, right lower leg"
S88.111A,右側膝踝區完全創傷性截斷之初期照護,"Complete traumatic amputation at level between knee and ankle, right lower leg, initial encounter"
S88.111D,右側膝踝區完全創傷性截斷之後續照護,"Complete traumatic amputation at level between knee and ankle, right lower leg, subsequent encounter"
S88.111S,右側膝踝區完全創傷性截斷之後遺症,"Complete traumatic amputation at level between knee and ankle, right lower leg, sequela"
S88.112,左側膝踝區完全創傷性截斷,"Complete traumatic amputation at level between knee and ankle, left lower leg"
S88.112A,左側膝踝區完全創傷性截斷之初期照護,"Complete traumatic amputation at level between knee and ankle, left lower leg, initial encounter"
S88.112D,左側膝踝區完全創傷性截斷之後續照護,"Complete traumatic amputation at level between knee and ankle, left lower leg, subsequent encounter"
S88.112S,左側膝踝區完全創傷性截斷之後遺症,"Complete traumatic amputation at level between knee and ankle, left lower leg, sequela"
S88.119,未明示側性膝踝區完全創傷性截斷,"Complete traumatic amputation at level between knee and ankle, unspecified lower leg"
S88.119A,未明示側性膝踝區完全創傷性截斷之初期照護,"Complete traumatic amputation at level between knee and ankle, unspecified lower leg, initial encounter"
S88.119D,未明示側性膝踝區創傷性截斷之後續照護,"Complete traumatic amputation at level between knee and ankle, unspecified lower leg, subsequent encounter"
S88.119S,未明示側性膝踝區完全創傷性截斷之後遺症,"Complete traumatic amputation at level between knee and ankle, unspecified lower leg, sequela"
S88.12,膝踝區部分創傷性截斷,Partial traumatic amputation at level between knee and ankle
S88.121,右側膝踝區部分創傷性截斷,"Partial traumatic amputation at level between knee and ankle, right lower leg"
S88.121A,右側膝踝區部分創傷性截斷之初期照護,"Partial traumatic amputation at level between knee and ankle, right lower leg, initial encounter"
S88.121D,右側膝踝區部分創傷性截斷之後續照護,"Partial traumatic amputation at level between knee and ankle, right lower leg, subsequent encounter"
S88.121S,右側膝踝區部分創傷性截斷之後遺症,"Partial traumatic amputation at level between knee and ankle, right lower leg, sequela"
S88.122,左側膝踝區部分創傷性截斷,"Partial traumatic amputation at level between knee and ankle, left lower leg"
S88.122A,左側膝踝區部分創傷性截斷之初期照護,"Partial traumatic amputation at level between knee and ankle, left lower leg, initial encounter"
S88.122D,左側膝踝區部分創傷性截斷之後續照護,"Partial traumatic amputation at level between knee and ankle, left lower leg, subsequent encounter"
S88.122S,左側膝踝區部分創傷性截斷之後遺症,"Partial traumatic amputation at level between knee and ankle, left lower leg, sequela"
S88.129,未明示側性膝踝區部分創傷性截斷,"Partial traumatic amputation at level between knee and ankle, unspecified lower leg"
S88.129A,未明示側性膝踝區部分創傷性截斷之初期照護,"Partial traumatic amputation at level between knee and ankle, unspecified lower leg, initial encounter"
S88.129D,未明示側性膝踝區部分創傷性截斷之後續照護,"Partial traumatic amputation at level between knee and ankle, unspecified lower leg, subsequent encounter"
S88.129S,未明示側性膝踝區部分創傷性截斷之後遺症,"Partial traumatic amputation at level between knee and ankle, unspecified lower leg, sequela"
S88.9,小腿未明示區位創傷性截斷,"Traumatic amputation of lower leg, level unspecified"
S88.91,小腿未明示區位完全創傷性截斷,"Complete traumatic amputation of lower leg, level unspecified"
S88.911,右側小腿未明示區位完全創傷性截斷,"Complete traumatic amputation of right lower leg, level unspecified"
S88.911A,右側小腿未明示區位完全創傷性截斷之初期照護,"Complete traumatic amputation of right lower leg, level unspecified, initial encounter"
S88.911D,右側小腿未明示區位完全創傷性截斷之後續照護,"Complete traumatic amputation of right lower leg, level unspecified, subsequent encounter"
S88.911S,右側小腿未明示區位完全創傷性截斷之後遺症,"Complete traumatic amputation of right lower leg, level unspecified, sequela"
S88.912,左側小腿未明示區位完全創傷性截斷,"Complete traumatic amputation of left lower leg, level unspecified"
S88.912A,左側小腿未明示區位完全創傷性截斷之初期照護,"Complete traumatic amputation of left lower leg, level unspecified, initial encounter"
S88.912D,左側小腿未明示區位完全創傷性截斷之後續照護,"Complete traumatic amputation of left lower leg, level unspecified, subsequent encounter"
S88.912S,左側小腿未明示區位完全創傷性截斷之後遺症,"Complete traumatic amputation of left lower leg, level unspecified, sequela"
S88.919,未明示側性小腿及區位完全創傷性截斷,"Complete traumatic amputation of unspecified lower leg, level unspecified"
S88.919A,未明示側性小腿及區位完全創傷性截斷之初期照護,"Complete traumatic amputation of unspecified lower leg, level unspecified, initial encounter"
S88.919D,未明示側性小腿及區位完全創傷性截斷之後續照護,"Complete traumatic amputation of unspecified lower leg, level unspecified, subsequent encounter"
S88.919S,未明示側性小腿及區位完全創傷性截斷之後遺症,"Complete traumatic amputation of unspecified lower leg, level unspecified, sequela"
S88.92,未明示區位部分創傷性截斷,"Partial traumatic amputation of lower leg, level unspecified"
S88.921,右側小腿未明示區位部分創傷性截斷,"Partial traumatic amputation of right lower leg, level unspecified"
S88.921A,右側小腿未明示區位部分創傷性截斷之初期照護,"Partial traumatic amputation of right lower leg, level unspecified, initial encounter"
S88.921D,右側小腿未明示區位部分創傷性截斷之後續照護,"Partial traumatic amputation of right lower leg, level unspecified, subsequent encounter"
S88.921S,右側小腿未明示區位部分創傷性截斷之後遺症,"Partial traumatic amputation of right lower leg, level unspecified, sequela"
S88.922,左側小腿未明示區位部分創傷性截斷,"Partial traumatic amputation of left lower leg, level unspecified"
S88.922A,左側小腿未明示區位部分創傷性截斷之初期照護,"Partial traumatic amputation of left lower leg, level unspecified, initial encounter"
S88.922D,左側小腿未明示區位部分創傷性截斷之後續照護,"Partial traumatic amputation of left lower leg, level unspecified, subsequent encounter"
S88.922S,左側小腿未明示區位部分創傷性截斷之後遺症,"Partial traumatic amputation of left lower leg, level unspecified, sequela"
S88.929,未明示側性小腿及區位部分創傷性截斷,"Partial traumatic amputation of unspecified lower leg, level unspecified"
S88.929A,未明示側性小腿及區位部分創傷性截斷之初期照護,"Partial traumatic amputation of unspecified lower leg, level unspecified, initial encounter"
S88.929D,未明示側性小腿及區位部分創傷性截斷之後續照護,"Partial traumatic amputation of unspecified lower leg, level unspecified, subsequent encounter"
S88.929S,未明示側性小腿及區位部分創傷性截斷之後遺症,"Partial traumatic amputation of unspecified lower leg, level unspecified, sequela"
S89,小腿其他及未明示損傷,Other and unspecified injuries of lower leg
S89.0,脛骨上端生長板骨折,Physeal fracture of upper end of tibia
S89.00,脛骨上端生長板骨折,Unspecified physeal fracture of upper end of tibia
S89.001,右側脛骨上端生長板骨折,Unspecified physeal fracture of upper end of right tibia
S89.001A,右側脛骨上端生長板閉鎖性骨折之初期照護,"Unspecified physeal fracture of upper end of right tibia, initial encounter for closed fracture"
S89.001D,右側脛骨上端生長板骨折癒合之後續照護,"Unspecified physeal fracture of upper end of right tibia, subsequent encounter for fracture with routine healing"
S89.001G,右側脛骨上端生長板骨折延遲癒合之後續照護,"Unspecified physeal fracture of upper end of right tibia, subsequent encounter for fracture with delayed healing"
S89.001K,右側脛骨上端生長板骨折未癒合之後續照護,"Unspecified physeal fracture of upper end of right tibia, subsequent encounter for fracture with nonunion"
S89.001P,右側脛骨上端生長板骨折癒合不良之後續照護,"Unspecified physeal fracture of upper end of right tibia, subsequent encounter for fracture with malunion"
S89.001S,右側脛骨上端生長板骨折之後遺症,"Unspecified physeal fracture of upper end of right tibia, sequela"
S89.002,左側脛骨上端生長板骨折,Unspecified physeal fracture of upper end of left tibia
S89.002A,左側脛骨上端生長板閉鎖性骨折之初期照護,"Unspecified physeal fracture of upper end of left tibia, initial encounter for closed fracture"
S89.002D,左側脛骨上端生長板骨折癒合之後續照護,"Unspecified physeal fracture of upper end of left tibia, subsequent encounter for fracture with routine healing"
S89.002G,左側脛骨上端生長板骨折延遲癒合之後續照護,"Unspecified physeal fracture of upper end of left tibia, subsequent encounter for fracture with delayed healing"
S89.002K,左側脛骨上端生長板骨折未癒合之後續照護,"Unspecified physeal fracture of upper end of left tibia, subsequent encounter for fracture with nonunion"
S89.002P,左側脛骨上端生長板骨折癒合不良之後續照護,"Unspecified physeal fracture of upper end of left tibia, subsequent encounter for fracture with malunion"
S89.002S,左側脛骨上端生長板骨折之後遺症,"Unspecified physeal fracture of upper end of left tibia, sequela"
S89.009,未明示側性脛骨上端生長板骨折,Unspecified physeal fracture of upper end of unspecified tibia
S89.009A,未明示側性脛骨上端生長板閉鎖性骨折之初期照護,"Unspecified physeal fracture of upper end of unspecified tibia, initial encounter for closed fracture"
S89.009D,未明示側性脛骨上端生長板骨折癒合之後續照護,"Unspecified physeal fracture of upper end of unspecified tibia, subsequent encounter for fracture with routine healing"
S89.009G,未明示側性脛骨上端生長板骨折延遲癒合之後續照護,"Unspecified physeal fracture of upper end of unspecified tibia, subsequent encounter for fracture with delayed healing"
S89.009K,未明示側性脛骨上端生長板骨折未癒合之後續照護,"Unspecified physeal fracture of upper end of unspecified tibia, subsequent encounter for fracture with nonunion"
S89.009P,未明示側性脛骨上端生長板骨折癒合不良之後續照護,"Unspecified physeal fracture of upper end of unspecified tibia, subsequent encounter for fracture with malunion"
S89.009S,未明示側性脛骨上端生長板骨折之後遺症,"Unspecified physeal fracture of upper end of unspecified tibia, sequela"
S89.01,脛骨上端Salter-Harris Type I 生長板骨折,Salter-Harris Type I physeal fracture of upper end of tibia
S89.011,右側脛骨上端Salter-Harris Type I 生長板骨折,Salter-Harris Type I physeal fracture of upper end of right tibia
S89.011A,右側脛骨上端Salter-Harris Type I 生長板閉鎖性骨折之初期照護,"Salter-Harris Type I physeal fracture of upper end of right tibia, initial encounter for closed fracture"
S89.011D,右側脛骨上端Salter-Harris Type I 生長板骨折癒合之後續照護,"Salter-Harris Type I physeal fracture of upper end of right tibia, subsequent encounter for fracture with routine healing"
S89.011G,右側脛骨上端Salter-Harris Type I 生長板骨折延遲癒合之後續照護,"Salter-Harris Type I physeal fracture of upper end of right tibia, subsequent encounter for fracture with delayed healing"
S89.011K,右側脛骨上端Salter-Harris Type I 生長板骨折未癒合之後續照護,"Salter-Harris Type I physeal fracture of upper end of right tibia, subsequent encounter for fracture with nonunion"
S89.011P,右側脛骨上端Salter-Harris Type I 生長板骨折癒合不良之後續照護,"Salter-Harris Type I physeal fracture of upper end of right tibia, subsequent encounter for fracture with malunion"
S89.011S,右側脛骨上端Salter-Harris Type I 生長板骨折之後遺症,"Salter-Harris Type I physeal fracture of upper end of right tibia, sequela"
S89.012,左側脛骨上端Salter-Harris Type I 生長板骨折,Salter-Harris Type I physeal fracture of upper end of left tibia
S89.012A,左側脛骨上端Salter-Harris Type I 生長板閉鎖性骨折之初期照護,"Salter-Harris Type I physeal fracture of upper end of left tibia, initial encounter for closed fracture"
S89.012D,左側脛骨上端Salter-Harris Type I 生長板骨折癒合之後續照護,"Salter-Harris Type I physeal fracture of upper end of left tibia, subsequent encounter for fracture with routine healing"
S89.012G,左側脛骨上端Salter-Harris Type I 生長板骨折延遲癒合之後續照護,"Salter-Harris Type I physeal fracture of upper end of left tibia, subsequent encounter for fracture with delayed healing"
S89.012K,左側脛骨上端Salter-Harris Type I 生長板骨折未癒合之後續照護,"Salter-Harris Type I physeal fracture of upper end of left tibia, subsequent encounter for fracture with nonunion"
S89.012P,左側脛骨上端Salter-Harris Type I 生長板骨折癒合不良之後續照護,"Salter-Harris Type I physeal fracture of upper end of left tibia, subsequent encounter for fracture with malunion"
S89.012S,左側脛骨上端Salter-Harris Type I 生長板骨折之後遺症,"Salter-Harris Type I physeal fracture of upper end of left tibia, sequela"
S89.019,未明示側性脛骨上端Salter-Harris Type I 生長板骨折,Salter-Harris Type I physeal fracture of upper end of unspecified tibia
S89.019A,未明示側性脛骨上端Salter-Harris Type I 生長板閉鎖性骨折之初期照護,"Salter-Harris Type I physeal fracture of upper end of unspecified tibia, initial encounter for closed fracture"
S89.019D,未明示側性脛骨上端Salter-Harris Type I 生長板骨折癒合之後續照護,"Salter-Harris Type I physeal fracture of upper end of unspecified tibia, subsequent encounter for fracture with routine healing"
S89.019G,未明示側性脛骨上端Salter-Harris Type I 生長板骨折延遲癒合之後續照護,"Salter-Harris Type I physeal fracture of upper end of unspecified tibia, subsequent encounter for fracture with delayed healing"
S89.019K,未明示側性脛骨上端Salter-Harris Type I 生長板骨折未癒合之後續照護,"Salter-Harris Type I physeal fracture of upper end of unspecified tibia, subsequent encounter for fracture with nonunion"
S89.019P,未明示側性脛骨上端Salter-Harris Type I 生長板骨折癒合不良之後續照護,"Salter-Harris Type I physeal fracture of upper end of unspecified tibia, subsequent encounter for fracture with malunion"
S89.019S,未明示側性脛骨上端Salter-Harris Type I 生長板骨折之後遺症,"Salter-Harris Type I physeal fracture of upper end of unspecified tibia, sequela"
S89.02,脛骨上端Salter-Harris Type II 生長板骨折,Salter-Harris Type II physeal fracture of upper end of tibia
S89.021,右側脛骨上端Salter-Harris Type II 生長板骨折,Salter-Harris Type II physeal fracture of upper end of right tibia
S89.021A,右側脛骨上端Salter-Harris Type II 生長板閉鎖性骨折之初期照護,"Salter-Harris Type II physeal fracture of upper end of right tibia, initial encounter for closed fracture"
S89.021D,右側脛骨上端Salter-Harris Type II 生長板骨折癒合之後續照護,"Salter-Harris Type II physeal fracture of upper end of right tibia, subsequent encounter for fracture with routine healing"
S89.021G,右側脛骨上端Salter-Harris Type II 生長板骨折延遲癒合之後續照護,"Salter-Harris Type II physeal fracture of upper end of right tibia, subsequent encounter for fracture with delayed healing"
S89.021K,右側脛骨上端Salter-Harris Type II 生長板骨折未癒合之後續照護,"Salter-Harris Type II physeal fracture of upper end of right tibia, subsequent encounter for fracture with nonunion"
S89.021P,右側脛骨上端Salter-Harris Type II 生長板骨折癒合不良之後續照護,"Salter-Harris Type II physeal fracture of upper end of right tibia, subsequent encounter for fracture with malunion"
S89.021S,右側脛骨上端Salter-Harris Type II 生長板骨折之後遺症,"Salter-Harris Type II physeal fracture of upper end of right tibia, sequela"
S89.022,左側脛骨上端Salter-Harris Type II 生長板骨折,Salter-Harris Type II physeal fracture of upper end of left tibia
S89.022A,左側脛骨上端Salter-Harris Type II 生長板閉鎖性骨折之初期照護,"Salter-Harris Type II physeal fracture of upper end of left tibia, initial encounter for closed fracture"
S89.022D,左側脛骨上端Salter-Harris Type II 生長板骨折癒合之後續照護,"Salter-Harris Type II physeal fracture of upper end of left tibia, subsequent encounter for fracture with routine healing"
S89.022G,左側脛骨上端Salter-Harris Type II 生長板骨折延遲癒合之後續照護,"Salter-Harris Type II physeal fracture of upper end of left tibia, subsequent encounter for fracture with delayed healing"
S89.022K,左側脛骨上端Salter-Harris Type II 生長板骨折未癒合之後續照護,"Salter-Harris Type II physeal fracture of upper end of left tibia, subsequent encounter for fracture with nonunion"
S89.022P,左側脛骨上端Salter-Harris Type II 生長板骨折癒合不良之後續照護,"Salter-Harris Type II physeal fracture of upper end of left tibia, subsequent encounter for fracture with malunion"
S89.022S,左側脛骨上端Salter-Harris Type II 生長板骨折之後遺症,"Salter-Harris Type II physeal fracture of upper end of left tibia, sequela"
S89.029,未明示側性脛骨上端Salter-Harris Type II 生長板骨折,Salter-Harris Type II physeal fracture of upper end of unspecified tibia
S89.029A,未明示側性脛骨上端Salter-Harris Type II 生長板閉鎖性骨折之初期照護,"Salter-Harris Type II physeal fracture of upper end of unspecified tibia, initial encounter for closed fracture"
S89.029D,未明示側性脛骨上端Salter-Harris Type II 生長板骨折癒合之後續照護,"Salter-Harris Type II physeal fracture of upper end of unspecified tibia, subsequent encounter for fracture with routine healing"
S89.029G,未明示側性脛骨上端Salter-Harris Type II 生長板骨折延遲癒合之後續照護,"Salter-Harris Type II physeal fracture of upper end of unspecified tibia, subsequent encounter for fracture with delayed healing"
S89.029K,未明示側性脛骨上端Salter-Harris Type II 生長板骨折未癒合之後續照護,"Salter-Harris Type II physeal fracture of upper end of unspecified tibia, subsequent encounter for fracture with nonunion"
S89.029P,未明示側性脛骨上端Salter-Harris Type II 生長板骨折癒合不良之後續照護,"Salter-Harris Type II physeal fracture of upper end of unspecified tibia, subsequent encounter for fracture with malunion"
S89.029S,未明示側性脛骨上端Salter-Harris Type II 生長板骨折之後遺症,"Salter-Harris Type II physeal fracture of upper end of unspecified tibia, sequela"
S89.03,脛骨上端Salter-Harris Type III 生長板骨折,Salter-Harris Type III physeal fracture of upper end of tibia
S89.031,右側脛骨上端Salter-Harris Type III 生長板骨折,Salter-Harris Type III physeal fracture of upper end of right tibia
S89.031A,右側脛骨上端Salter-Harris Type III 生長板閉鎖性骨折之初期照護,"Salter-Harris Type III physeal fracture of upper end of right tibia, initial encounter for closed fracture"
S89.031D,右側脛骨上端Salter-Harris Type III 生長板骨折癒合之後續照護,"Salter-Harris Type III physeal fracture of upper end of right tibia, subsequent encounter for fracture with routine healing"
S89.031G,右側脛骨上端Salter-Harris Type III 生長板骨折延遲癒合之後續照護,"Salter-Harris Type III physeal fracture of upper end of right tibia, subsequent encounter for fracture with delayed healing"
S89.031K,右側脛骨上端Salter-Harris Type III 生長板骨折未癒合之後續照護,"Salter-Harris Type III physeal fracture of upper end of right tibia, subsequent encounter for fracture with nonunion"
S89.031P,右側脛骨上端Salter-Harris Type III 生長板骨折癒合不良之後續照護,"Salter-Harris Type III physeal fracture of upper end of right tibia, subsequent encounter for fracture with malunion"
S89.031S,右側脛骨上端Salter-Harris Type III 生長板骨折之後遺症,"Salter-Harris Type III physeal fracture of upper end of right tibia, sequela"
S89.032,左側脛骨上端Salter-Harris Type III 生長板骨折,Salter-Harris Type III physeal fracture of upper end of left tibia
S89.032A,左側脛骨上端Salter-Harris Type III 生長板閉鎖性骨折之初期照護,"Salter-Harris Type III physeal fracture of upper end of left tibia, initial encounter for closed fracture"
S89.032D,左側脛骨上端Salter-Harris Type III 生長板骨折癒合之後續照護,"Salter-Harris Type III physeal fracture of upper end of left tibia, subsequent encounter for fracture with routine healing"
S89.032G,左側脛骨上端Salter-Harris Type III 生長板骨折延遲癒合之後續照護,"Salter-Harris Type III physeal fracture of upper end of left tibia, subsequent encounter for fracture with delayed healing"
S89.032K,左側脛骨上端Salter-Harris Type III 生長板骨折未癒合之後續照護,"Salter-Harris Type III physeal fracture of upper end of left tibia, subsequent encounter for fracture with nonunion"
S89.032P,左側脛骨上端Salter-Harris Type III 生長板骨折癒合不良之後續照護,"Salter-Harris Type III physeal fracture of upper end of left tibia, subsequent encounter for fracture with malunion"
S89.032S,左側脛骨上端Salter-Harris Type III 生長板骨折之後遺症,"Salter-Harris Type III physeal fracture of upper end of left tibia, sequela"
S89.039,未明示側性脛骨上端Salter-Harris Type III 生長板骨折,Salter-Harris Type III physeal fracture of upper end of unspecified tibia
S89.039A,未明示側性脛骨上端Salter-Harris Type III 生長板閉鎖性骨折之初期照護,"Salter-Harris Type III physeal fracture of upper end of unspecified tibia, initial encounter for closed fracture"
S89.039D,未明示側性脛骨上端Salter-Harris Type III 生長板骨折癒合之後續照護,"Salter-Harris Type III physeal fracture of upper end of unspecified tibia, subsequent encounter for fracture with routine healing"
S89.039G,未明示側性脛骨上端Salter-Harris Type III 生長板骨折延遲癒合之後續照護,"Salter-Harris Type III physeal fracture of upper end of unspecified tibia, subsequent encounter for fracture with delayed healing"
S89.039K,未明示側性脛骨上端Salter-Harris Type III 生長板骨折未癒合之後續照護,"Salter-Harris Type III physeal fracture of upper end of unspecified tibia, subsequent encounter for fracture with nonunion"
S89.039P,未明示側性脛骨上端Salter-Harris Type III 生長板骨折癒合不良之後續照護,"Salter-Harris Type III physeal fracture of upper end of unspecified tibia, subsequent encounter for fracture with malunion"
S89.039S,未明示側性脛骨上端Salter-Harris Type III 生長板骨折之後遺症,"Salter-Harris Type III physeal fracture of upper end of unspecified tibia, sequela"
S89.04,脛骨上端Salter-Harris Type IV 生長板骨折,Salter-Harris Type IV physeal fracture of upper end of tibia
S89.041,右側脛骨上端Salter-Harris Type IV骨折,Salter-Harris Type IV physeal fracture of upper end of right tibia
S89.041A,右側脛骨上端Salter-Harris Type IV 生長板 生長板閉鎖性骨折之初期照護,"Salter-Harris Type IV physeal fracture of upper end of right tibia, initial encounter for closed fracture"
S89.041D,右側脛骨上端Salter-Harris Type IV 生長板骨折癒合之後續照護,"Salter-Harris Type IV physeal fracture of upper end of right tibia, subsequent encounter for fracture with routine healing"
