code,chinese_name,english_name
S96.899S,未明示側性足部踝部及足部區位其他特定肌肉和肌腱其他特定損傷之後遺症,"Other specified injury of other specified muscles and tendons at ankle and foot level, unspecified foot, sequela"
S96.9,踝部及足部區位未明示肌肉和肌腱損傷,Injury of unspecified muscle and tendon at ankle and foot level
S96.90,踝部及足部區位未明示肌肉和肌腱損傷,Unspecified injury of unspecified muscle and tendon at ankle and foot level
S96.901,右側足部踝部及足部區位未明示肌肉和肌腱損傷,"Unspecified injury of unspecified muscle and tendon at ankle and foot level, right foot"
S96.901A,右側足部踝部及足部區位未明示肌肉和肌腱損傷之初期照護,"Unspecified injury of unspecified muscle and tendon at ankle and foot level, right foot, initial encounter"
S96.901D,右側足部踝部及足部區位未明示肌肉和肌腱損傷之後續照護,"Unspecified injury of unspecified muscle and tendon at ankle and foot level, right foot, subsequent encounter"
S96.901S,右側足部踝部及足部區位未明示肌肉和肌腱損傷之後遺症,"Unspecified injury of unspecified muscle and tendon at ankle and foot level, right foot, sequela"
S96.902,左側足部踝部及足部區位未明示肌肉和肌腱損傷,"Unspecified injury of unspecified muscle and tendon at ankle and foot level, left foot"
S96.902A,左側足部踝部及足部區位未明示肌肉和肌腱損傷之初期照護,"Unspecified injury of unspecified muscle and tendon at ankle and foot level, left foot, initial encounter"
S96.902D,左側足部踝部及足部區位未明示肌肉和肌腱損傷之後續照護,"Unspecified injury of unspecified muscle and tendon at ankle and foot level, left foot, subsequent encounter"
S96.902S,左側足部踝部及足部區位未明示肌肉和肌腱損傷之後遺症,"Unspecified injury of unspecified muscle and tendon at ankle and foot level, left foot, sequela"
S96.909,未明示側性足部踝部及足部區位未明示肌肉和肌腱損傷,"Unspecified injury of unspecified muscle and tendon at ankle and foot level, unspecified foot"
S96.909A,未明示側性足部踝部及足部區位未明示肌肉和肌腱受傷之初期照護,"Unspecified injury of unspecified muscle and tendon at ankle and foot level, unspecified foot, initial encounter"
S96.909D,未明示側性足部踝部及足部區位未明示肌肉和肌腱未明示受傷之後續照護,"Unspecified injury of unspecified muscle and tendon at ankle and foot level, unspecified foot, subsequent encounter"
S96.909S,未明示側性足部踝部及足部區位未明示肌肉和肌腱未明示受傷之後遺症,"Unspecified injury of unspecified muscle and tendon at ankle and foot level, unspecified foot, sequela"
S96.91,踝部及足部區位未明示肌肉和肌腱拉傷,Strain of unspecified muscle and tendon at ankle and foot level
S96.911,右側足部踝部及足部區位未明示肌肉和肌腱拉傷,"Strain of unspecified muscle and tendon at ankle and foot level, right foot"
S96.911A,右側足部踝部及足部區位未明示肌肉和肌腱拉傷之初期照護,"Strain of unspecified muscle and tendon at ankle and foot level, right foot, initial encounter"
S96.911D,右側足部踝部及足部區位未明示肌肉和肌腱拉傷之後續照護,"Strain of unspecified muscle and tendon at ankle and foot level, right foot, subsequent encounter"
S96.911S,右側足部踝部及足部區位未明示肌肉和肌腱拉傷之後遺症,"Strain of unspecified muscle and tendon at ankle and foot level, right foot, sequela"
S96.912,左側足部踝部及足部區位未明示肌肉和肌腱拉傷,"Strain of unspecified muscle and tendon at ankle and foot level, left foot"
S96.912A,左側足部踝部及足部區位未明示肌肉和肌腱拉傷之初期照護,"Strain of unspecified muscle and tendon at ankle and foot level, left foot, initial encounter"
S96.912D,左側足部踝部及足部區位未明示肌肉和肌腱拉傷之後續照護,"Strain of unspecified muscle and tendon at ankle and foot level, left foot, subsequent encounter"
S96.912S,左側足部踝部及足部區位未明示肌肉和肌腱拉傷之後遺症,"Strain of unspecified muscle and tendon at ankle and foot level, left foot, sequela"
S96.919,未明示側性足部踝部及足部區位未明示肌肉和肌腱拉傷,"Strain of unspecified muscle and tendon at ankle and foot level, unspecified foot"
S96.919A,未明示側性足部踝部及足部區位未明示性肌肉和肌腱拉傷之初期照護,"Strain of unspecified muscle and tendon at ankle and foot level, unspecified foot, initial encounter"
S96.919D,未明示側性足部踝部及足部區位未明示性肌肉和肌腱拉傷之後續照護,"Strain of unspecified muscle and tendon at ankle and foot level, unspecified foot, subsequent encounter"
S96.919S,未明示側性足部踝部及足部區位未明示性肌肉和肌腱拉傷之後遺症,"Strain of unspecified muscle and tendon at ankle and foot level, unspecified foot, sequela"
S96.92,踝部及足部區位未明示肌肉和肌腱撕裂傷,Laceration of unspecified muscle and tendon at ankle and foot level
S96.921,右側足部踝部及足部區位未明示肌肉和肌腱撕裂傷,"Laceration of unspecified muscle and tendon at ankle and foot level, right foot"
S96.921A,右側足部踝部及足部區位未明示肌肉和肌腱撕裂傷之初期照護,"Laceration of unspecified muscle and tendon at ankle and foot level, right foot, initial encounter"
S96.921D,右側足部踝部及足部區位未明示肌肉和肌腱撕裂傷之後續照護,"Laceration of unspecified muscle and tendon at ankle and foot level, right foot, subsequent encounter"
S96.921S,右側足部踝部及足部區位未明示肌肉和肌腱撕裂傷之後遺症,"Laceration of unspecified muscle and tendon at ankle and foot level, right foot, sequela"
S96.922,左側足部踝部及足部區位未明示肌肉和肌腱撕裂傷,"Laceration of unspecified muscle and tendon at ankle and foot level, left foot"
S96.922A,左側足部踝部及足部區位未明示肌肉和肌腱撕裂傷之初期照護,"Laceration of unspecified muscle and tendon at ankle and foot level, left foot, initial encounter"
S96.922D,左側足部踝部及足部區位未明示肌肉和肌腱撕裂傷之後續照護,"Laceration of unspecified muscle and tendon at ankle and foot level, left foot, subsequent encounter"
S96.922S,左側足部踝部及足部區位未明示肌肉和肌腱撕裂傷之後遺症,"Laceration of unspecified muscle and tendon at ankle and foot level, left foot, sequela"
S96.929,未明示側性足部踝部及足部區位未明示肌肉和肌腱撕裂傷,"Laceration of unspecified muscle and tendon at ankle and foot level, unspecified foot"
S96.929A,未明示側性足部踝部及足部區位未明示肌肉和肌腱撕裂傷之初期照護,"Laceration of unspecified muscle and tendon at ankle and foot level, unspecified foot, initial encounter"
S96.929D,未明示側性足部踝部及足部區位未明示肌肉和肌腱撕裂傷之後續照護,"Laceration of unspecified muscle and tendon at ankle and foot level, unspecified foot, subsequent encounter"
S96.929S,未明示側性足部踝部及足部區位未明示肌肉和肌腱撕裂傷之後遺症,"Laceration of unspecified muscle and tendon at ankle and foot level, unspecified foot, sequela"
S96.99,踝部及足部區位未明示肌肉和肌腱其他特定損傷,Other specified injury of unspecified muscle and tendon at ankle and foot level
S96.991,右側足部踝部及足部區位未明示肌肉和肌腱其他特定損傷,"Other specified injury of unspecified muscle and tendon at ankle and foot level, right foot"
S96.991A,右側足部踝部及足部區位未明示肌肉和肌腱其他特定損傷之初期照護,"Other specified injury of unspecified muscle and tendon at ankle and foot level, right foot, initial encounter"
S96.991D,右側足部踝部及足部區位未明示肌肉和肌腱其他特定損傷之後續照護,"Other specified injury of unspecified muscle and tendon at ankle and foot level, right foot, subsequent encounter"
S96.991S,右側足部踝部及足部區位未明示肌肉和肌腱其他特定損傷之後遺症,"Other specified injury of unspecified muscle and tendon at ankle and foot level, right foot, sequela"
S96.992,左側足部踝部及足部區位未明示肌肉和肌腱其他特定損傷,"Other specified injury of unspecified muscle and tendon at ankle and foot level, left foot"
S96.992A,左側足部踝部及足部區位未明示肌肉和肌腱其他特定損傷之初期照護,"Other specified injury of unspecified muscle and tendon at ankle and foot level, left foot, initial encounter"
S96.992D,左側足部踝部及足部區位未明示肌肉和肌腱其他特定損傷之後續照護,"Other specified injury of unspecified muscle and tendon at ankle and foot level, left foot, subsequent encounter"
S96.992S,左側足部踝部及足部區位未明示肌肉和肌腱其他特定損傷之後遺症,"Other specified injury of unspecified muscle and tendon at ankle and foot level, left foot, sequela"
S96.999,未明示側性足部踝部及足部區位未明示肌肉和肌腱其他特定損傷,"Other specified injury of unspecified muscle and tendon at ankle and foot level, unspecified foot"
S96.999A,未明示側性足部踝部及足部區位未明示肌肉和肌腱其他特定損傷之初期照護,"Other specified injury of unspecified muscle and tendon at ankle and foot level, unspecified foot, initial encounter"
S96.999D,未明示側性足部踝部及足部區位未明示肌肉和肌腱其他特定損傷之後續照護,"Other specified injury of unspecified muscle and tendon at ankle and foot level, unspecified foot, subsequent encounter"
S96.999S,未明示側性踝部及足部未明示肌肉和肌腱其他特定損傷之後遺症,"Other specified injury of unspecified muscle and tendon at ankle and foot level, unspecified foot, sequela"
S97,踝部及足部壓砸傷,Crushing injury of ankle and foot
S97.0,踝部壓砸傷,Crushing injury of ankle
S97.00,未明示側性踝部壓砸傷,Crushing injury of unspecified ankle
S97.00XA,未明示側性踝部壓砸傷之初期照護,"Crushing injury of unspecified ankle, initial encounter"
S97.00XD,未明示側性踝部壓砸傷之後續照護,"Crushing injury of unspecified ankle, subsequent encounter"
S97.00XS,未明示側性踝部壓砸傷之後遺症,"Crushing injury of unspecified ankle, sequela"
S97.01,右側踝部壓砸傷,Crushing injury of right ankle
S97.01XA,右側踝部壓砸傷之初期照護,"Crushing injury of right ankle, initial encounter"
S97.01XD,右側踝部壓砸傷之後續照護,"Crushing injury of right ankle, subsequent encounter"
S97.01XS,右側踝部壓砸傷之後遺症,"Crushing injury of right ankle, sequela"
